"pointspread" "score1" "score2" "scorediff" "loc"
10.5 64 62 -2 "V"
2 61 68 7 "V"
-8 49 55 6 "H"
3 76 83 7 "H"
-4.5 62 59 -3 "H"
6 70 68 -2 "V2"
-6 64 49 -15 "V"
1 61 68 7 "H"
-1.5 50 41 -9 "V"
-1 58 70 12 "H"
1 55 60 5 "V"
-6.5 72 45 -27 "H"
-3.5 66 59 -7 "N"
7 56 54 -2 "N"
8.5 54 62 8 "V"
-6 72 52 -20 "H"
-1 57 51 -6 "H"
-1 69 81 12 "H"
-12.5 73 60 -13 "H"
-18 71 51 -20 "H"
-19.5 67 60 -7 "H"
1.5 69 60 -9 "V"
-2 68 40 -28 "V"
-2 76 69 -7 "H"
8.5 81 67 -14 "V"
-8.5 71 61 -10 "H"
-13 56 40 -16 "H"
-2.5 59 56 -3 "V"
-4 61 63 2 "H"
1.5 59 48 -11 "V"
-3.5 36 49 13 "V"
2 58 45 -13 "H"
9 50 62 12 "V"
-7 48 57 9 "H"
1.5 59 63 4 "H"
10 46 65 19 "V"
6 61 68 7 "V"
-6.5 68 48 -20 "H"
-11 55 51 -4 "H1"
11 51 79 28 "V"
2.5 42 65 23 "H"
4.5 66 72 6 "V"
11.5 42 53 11 "V"
5 56 78 22 "H"
-3 85 81 -4 "N"
9 46 59 13 "N"
-6 67 66 -1 "H"
-6 67 75 8 "H1"
4.5 62 47 -15 "H"
-7.5 67 70 3 "N"
2.5 69 65 -4 "N"
-3.5 74 70 -4 "N"
6.5 63 57 -6 "V"
-11.5 64 66 2 "H1"
-9 62 55 -7 "H"
9 45 60 15 "N"
-9.5 55 56 1 "H"
6.5 47 51 4 "V"
-2 59 66 7 "V"
3 57 52 -5 "H"
-5 71 56 -15 "H"
2.5 66 64 -2 "V"
1 70 63 -7 "H"
4 57 63 6 "V"
5.5 49 59 10 "V"
-2.5 66 61 -5 "H"
3.5 71 73 2 "V"
-6.5 73 65 -8 "VN"
-15.5 79 66 -13 "H"
4.5 59 70 11 "V"
-2.5 55 42 -13 "V"
4.5 71 75 4 "H"
5 64 62 -2 "H"
-4 72 77 5 "H"
4 77 66 -11 "H1"
7 62 67 5 "V"
1 57 58 1 "N"
15 35 61 26 "V"
8 56 66 10 "V"
5.5 63 59 -4 "N"
2.5 47 59 12 "N"
11.5 75 85 10 "V"
21.5 62 78 16 "V"
19.5 70 80 10 "V"
20 58 79 21 "H"
-1 51 65 14 "V"
-6.5 76 64 -12 "H1"
10.5 64 67 3 "V"
-2.5 62 71 9 "V"
-1 68 59 -9 "V"
11.5 69 65 -4 "V"
-5.5 61 68 7 "H"
-1.5 75 56 -19 "H"
-11.5 78 67 -11 "H"
2 66 72 6 "H"
4.5 46 59 13 "V"
-1.5 79 70 -9 "V"
4 71 66 -5 "H"
-7.5 79 65 -14 "H"
5 80 73 -7 "V"
8 68 56 -12 "V"
-1.5 80 83 3 "N1"
-5 68 69 1 "N"
-2 74 84 10 "V"
-5 78 85 7 "H1"
1 58 49 -9 "V"
5.5 54 72 18 "V"
3.5 60 65 5 "V"
5.5 68 66 -2 "V"
2 60 101 41 "H"
6 58 67 9 "V"
-3.5 75 72 -3 "V"
-2 68 61 -7 "H"
-8 73 59 -14 "H"
3.5 80 68 -12 "H"
10.5 77 88 11 "V"
-2.5 60 66 6 "V"
-4.5 60 59 -1 "H"
-7 83 88 5 "H3"
-11.5 94 80 -14 "H"
-1 54 71 17 "H"
-9 86 75 -11 "H"
13.5 64 73 9 "V"
6.5 45 72 27 "V"
-2.5 62 60 -2 "H"
3.5 59 66 7 "N"
-4.5 99 87 -12 "H"
-2.5 82 84 2 "H1"
